en,mni-Mtei
Now if there is anything mortifying to out feelings when we are,ꯍꯧꯖꯤꯛ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯑꯩꯈꯣꯌꯅꯥ ꯃꯇꯃꯗꯥ ꯑꯥꯎꯠ ꯐꯤꯜꯂꯤꯡꯁꯤꯡꯗꯥ ꯃꯣꯔꯇꯤꯐꯥꯏ ꯇꯧꯕꯥ ꯌꯥꯕꯥ ꯋꯥꯐꯝ ꯑꯃꯥ ꯂꯩꯔꯕꯗꯤ .
"young, it is to be told that, and to be bidden to ‘run away, dear’","ꯅꯍꯥ ꯑꯣꯏꯔꯤꯕꯥ, ꯃꯁꯤ ꯍꯥꯌꯒꯗꯕꯅꯤ ꯃꯗꯨꯗꯤ, ꯑꯃꯁꯨꯡ ‘ꯔꯟ ꯑꯦꯋꯦ, ꯗꯤꯌꯥꯔ’ ꯍꯥꯌꯅꯥ ꯕꯤꯗ ꯇꯧꯅꯕꯥ ꯍꯥꯌꯒꯗꯕꯅꯤ꯫"
"is still more trying to us. Amy bridled up at this insult, and",ꯍꯧꯖꯤꯀꯁꯨ ꯑꯩꯈꯣꯌꯗꯥ ꯍꯦꯟꯅꯥ ꯍꯣꯠꯅꯔꯤ꯫
"determined to find out the secret, if she teased for an hour","ꯋꯥꯐꯝ ꯑꯁꯤ ꯈꯉꯗꯣꯛꯅꯕꯥ ꯋꯥꯔꯦꯞ ꯂꯧꯔꯦ, ꯀꯔꯤꯒꯨꯝꯕꯥ ꯃꯍꯥꯛꯅꯥ ꯄꯨꯡ ꯑꯃꯥ ꯆꯨꯞꯅꯥ ꯇꯤꯁ ꯇꯧꯔꯕꯗꯤ ."
"Turning to Meg, who never refused her anything very long, she","ꯃꯦꯒꯇꯥ ꯂꯥꯀꯄꯥ, ꯃꯍꯥꯛꯅꯥ ꯀꯩꯗꯧꯅꯨꯡꯗꯥ ꯃꯍꯥꯀꯄꯨ ꯌꯥꯝꯅꯥ ꯁꯥꯡꯅꯥ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯑꯃꯠꯇꯥ ꯊꯥꯗꯣꯀꯈꯤꯗꯦ, ꯃꯍꯥꯛꯅꯥ"
"said coaxingly, ‘Do tell me! I should think you might let me go,","ꯀꯣꯛ ꯅꯣꯟꯗꯨꯅꯥ ꯍꯥꯌꯔꯀꯏ, ‘ꯑꯩꯉꯣꯟꯗꯥ ꯍꯥꯌꯕꯤꯌꯨ!"
"too, for Beth is fussing over her piano, and I haven’t got","ꯇꯨ, ꯃꯔꯃꯗꯤ ꯕꯦꯊ ꯑꯁꯤ ꯃꯍꯥꯛꯀꯤ ꯄꯤꯌꯥꯅꯣꯒꯤ ꯃꯊꯛꯇꯥ ꯐꯨꯁ ꯇꯧꯔꯤ, ꯑꯃꯁꯨꯡ ꯑꯩꯅꯥ ꯐꯪꯈꯤꯗ꯭ꯔꯤ꯫"
"anything to do, and am so lonely.’","ꯇꯧꯒꯗꯕꯥ ꯊꯕꯛ ꯑꯃꯠꯇꯥ, ꯑꯃꯁꯨꯡ ꯑꯁꯨꯛ ꯌꯥꯝꯅꯥ ꯇꯪꯗꯨ ꯂꯩꯇꯥꯕꯥ ꯑꯣꯏꯔꯤ꯫’"
"‘I can’t, dear, because you aren’t invited,’ began Meg, but Jo","‘ꯑꯩꯅꯥ ꯇꯧꯕꯥ ꯉꯃꯗꯦ, ꯅꯨꯡꯁꯤꯔꯕꯥ, ꯃꯔꯃꯗꯤ ꯅꯉꯕꯨ ꯀꯧꯔꯀꯄꯅꯤ’ ꯍꯥꯌꯅꯥ ꯃꯦꯒ ꯍꯧꯈꯤ, ꯑꯗꯨꯕꯨ ꯖꯣ ."
"broke in impatiently, ‘Now, Meg, be quiet or you will spoil it all","broked in impatiently, ‘ꯍꯧꯖꯤꯛ, ꯃꯦꯒ, ꯅꯤꯡꯊꯤꯖꯅꯥ ꯂꯩꯌꯨ ꯅꯠꯔꯒꯥ ꯅꯍꯥꯛꯅꯥ ꯃꯁꯤ ꯄꯨꯝꯅꯃꯛ ꯁꯣꯀꯍꯅꯒꯅꯤ"
"You can’t go, Amy, so don’t be a baby and whine about it.’","ꯅꯉꯅꯥ ꯆꯠꯄꯥ ꯉꯃꯂꯣꯏ, ꯑꯦꯃꯤ, ꯃꯔꯝ ꯑꯗꯨꯅꯥ ꯑꯉꯥꯡ ꯑꯃꯥ ꯑꯣꯏꯒꯅꯨ ꯑꯃꯁꯨꯡ ꯃꯗꯨꯒꯤ ꯃꯇꯥꯡꯗꯥ ꯋꯥꯔꯤ ꯁꯥꯟꯅꯧ꯫’"
"‘You are going somewhere with Laurie, I know you are. You","‘ꯅꯉꯅꯥ ꯂꯧꯎꯕꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯃꯐꯝ ꯑꯃꯗꯥ ꯆꯠꯂꯤ, ꯅꯉꯅꯥ ꯂꯩꯔꯤ ꯍꯥꯌꯕꯥ ꯑꯩ ꯈꯉꯏ꯫"
were whispering and laughing together on the,ꯋꯥꯔꯦ ꯋꯥ ꯉꯥꯡꯈꯤ ꯑꯃꯁꯨꯡ ꯄꯨꯟꯅꯥ ꯅꯣꯛꯅꯔꯝꯃꯤ꯫
"sofa last night, and you stopped when I came in. Aren’t you","ꯁꯣꯐꯥ ꯉꯔꯥꯡ ꯅꯨꯃꯤꯗꯥꯡ, ꯑꯃꯁꯨꯡ ꯅꯉꯅꯥ ꯑꯩꯅꯥ ꯂꯥꯀꯄꯥ ꯃꯇꯃꯗꯥ ꯊꯃꯈꯤꯕꯅꯤ, ꯅꯉꯅꯥ ꯅꯉꯕꯨ ."
going with him?’,ꯃꯍꯥꯛꯀꯥ ꯂꯣꯌꯅꯅꯥ ꯆꯠꯄꯥ?’
125,꯱꯲꯵ ꯑꯃꯁꯨꯡ ꯑꯦꯟ.
"‘Yes, we are. Now do be still, and stop bothering.’","‘ꯍꯣꯌ, ꯑꯩꯈꯣꯌꯅꯤ꯫"
"Amy held her tongue, but used her eyes, and saw Meg slip a fan","ꯑꯦꯃꯤꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯂꯣꯜ ꯊꯃꯈꯤ, ꯑꯗꯨꯕꯨ ꯃꯍꯥꯛꯀꯤ ꯃꯃꯤꯠ ꯑꯗꯨ ꯁꯤꯖꯤꯟꯅꯈꯤ, ꯑꯃꯁꯨꯡ ꯃꯦꯒ ꯁ꯭ꯂꯤꯞ ꯑꯦ ꯐꯦꯟ ꯑꯃꯥ ꯎꯈꯤ"
into her pocket,ꯃꯍꯥꯛꯀꯤ ꯄꯣꯀꯦꯠꯇꯥ ꯌꯥꯑꯣꯕꯥ .
‘I know! I know! You’re going to the theater to see the SEVEN,'ꯑꯩꯅ ꯈꯪꯏ!
"CASTLES!’ she cried, adding resolutely, ‘and I shall go, for","ꯀꯦꯁꯂꯁꯤꯡ!’ ꯃꯍꯥꯛꯅꯥ ꯀꯟꯅꯥ ꯍꯥꯌꯔꯀꯈꯤ, ‘ꯑꯗꯨꯒꯥ ꯑꯩꯅꯥ ꯆꯠꯀꯅꯤ, ꯒꯤꯗꯃꯛ꯫"
"Mother said I might see it, and I’ve got my rag money, and it","ꯃꯃꯥꯅꯥ ꯑꯩꯅꯥ ꯎꯕꯥ ꯐꯪꯒꯅꯤ ꯍꯥꯌꯅꯥ ꯍꯥꯌꯈꯤ, ꯑꯃꯁꯨꯡ ꯑꯩꯒꯤ ꯔꯦꯒ ꯃꯅꯤ ꯐꯪꯂꯦ, ꯑꯃꯁꯨꯡ ꯃꯁꯤ ."
was mean not to tell me in time.’,ꯃꯇꯝ ꯆꯥꯅꯥ ꯑꯩꯉꯣꯟꯗꯥ ꯍꯥꯌꯕꯤꯔꯀꯄꯥ ꯃꯤꯟ ꯑꯣꯏꯈꯤ꯫’
"‘Just listen to me a minute, and be a good child,’ said Meg","‘ꯈꯨꯗꯝ ꯑꯣꯏꯅꯥ ꯃꯤꯅꯤꯠ ꯑꯃꯗꯥ ꯑꯩꯒꯤ ꯋꯥ ꯇꯥꯕꯤꯌꯨ, ꯑꯃꯁꯨꯡ ꯑꯐꯕꯥ ꯑꯉꯥꯡ ꯑꯃꯥ ꯑꯣꯏꯕꯤꯌꯨ’ ꯍꯥꯌꯅꯥ ꯃꯦꯒꯅꯥ ꯍꯥꯌꯈꯤ꯫"
"soothingly. ‘Mother doesn’t wish you to go this week, because",ꯅꯨꯡꯉꯥꯏꯕꯥ ꯐꯣꯡꯗꯣꯀꯄꯥ꯫
your eyes are not well enough yet to bear the light of this fairy,"ꯑꯗꯣꯃꯒꯤ ꯃꯤꯠꯅꯥ ꯍꯧꯖꯤꯛ ꯐꯥꯑꯣꯕꯥ ꯌꯥꯝꯅꯥ ꯐꯖꯗ꯭ꯔꯤ, ꯃꯁꯤꯒꯤ ꯋꯥꯔꯤ ꯑꯁꯤꯒꯤ ꯃꯉꯥꯜ ꯑꯁꯤ ꯊꯦꯡꯅꯅꯕꯥ ꯍꯧꯖꯤꯛ ꯐꯥꯑꯣꯕꯥ"
"piece. Next week you can go with Beth and Hannah, and have a",ꯃꯆꯦꯠ.
nice time.’,ꯅꯨꯡꯉꯥꯏꯕꯥ ꯃꯇꯝ꯫’
‘I don’t like that half as well as going with you and Laurie,‘ꯑꯩꯍꯥꯛ ꯅꯉ ꯑꯃꯁꯨꯡ ꯂꯧꯔꯤꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯆꯠꯄꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯑꯗꯨꯒꯨꯝꯕꯥ ꯍꯥꯐ ꯑꯗꯨ ꯄꯥꯃꯗꯦ
"Please let me. I’ve been sick with this cold so long, and shut up,",ꯆꯥꯅꯕꯤꯗꯨꯅꯥ ꯑꯩꯕꯨ ꯄꯤꯕꯤꯌꯨ꯫
"I’m dying for some fun. Do, Meg! I’ll be ever so good,’ pleaded",ꯑꯩꯍꯥꯛ ꯅꯨꯡꯉꯥꯏꯕꯥ ꯈꯔꯒꯤꯗꯃꯛ ꯁꯤꯔꯤ꯫
"Amy, looking as pathetic as she could","ꯑꯦꯃꯤ, ꯃꯍꯥꯛꯅꯥ ꯇꯧꯕꯥ ꯉꯃꯈꯤꯕꯥ ꯑꯗꯨꯒꯨꯝꯅꯥ ꯅꯨꯡꯉꯥꯏꯇꯕꯥ ꯃꯑꯣꯡꯗꯥ ꯎꯕꯥ ꯐꯪꯏ꯫"
"‘Suppose we take her. I don’t believe Mother would mind, if we",‘ꯑꯩꯈꯣꯌꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯂꯧꯈꯠꯄꯤꯌꯨ ꯍꯥꯌꯅꯥ ꯂꯧꯔꯁꯤ꯫
"bundle her up well,’ began Meg","ꯕꯟꯗꯜ ꯍꯦꯔ ꯑꯥꯞ ꯋꯦꯜ,’ ꯍꯥꯌꯅꯥ ꯃꯦꯒ ꯍꯧꯈꯤ"
"‘If she goes I shan’t, and if I don’t, Laurie won’t like it, and it will","‘ꯀꯔꯤꯒꯨꯝꯕꯥ ꯃꯍꯥꯛꯅꯥ ꯆꯠꯂꯕꯗꯤ ꯑꯩꯅꯥ ꯁꯦꯜ ꯊꯥꯗꯔꯣꯏ, ꯑꯃꯁꯨꯡ ꯑꯩꯅꯥ ꯇꯧꯗ꯭ꯔꯕꯗꯤ ꯂꯧꯔꯤꯕꯁꯤ ꯌꯥꯝꯅꯥ ꯅꯨꯡꯉꯥꯏꯒꯅꯤ, ꯑꯃꯁꯨꯡ ꯃꯁꯤꯅꯥ ."
"be very rude, after he invited only us, to go and drag in Amy. I","ꯌꯥꯝꯅꯥ ꯂꯨꯕꯥ ꯑꯣꯏꯌꯨ, ꯃꯍꯥꯛꯅꯥ ꯑꯩꯈꯣꯌ ꯈꯛꯇꯃꯛ ꯀꯧꯔꯕꯥ ꯃꯇꯨꯡꯗꯥ, ꯑꯦꯃꯤꯗꯥ ꯆꯠꯇꯨꯅꯥ ꯗ꯭ꯔꯦꯒ ꯇꯧꯅꯕꯥ꯫"
"should think she’d hate to poke herself where she isn’t wanted,’","ꯃꯍꯥꯛꯅꯥ ꯄꯥꯃꯗꯕꯥ ꯃꯐꯃꯗꯥ ꯃꯁꯥꯕꯨ ꯄꯣꯀꯆꯕꯥ ꯉꯃꯖꯗꯕꯅꯤ ꯍꯥꯌꯅꯥ ꯈꯜꯂꯨꯕꯥ ꯌꯥꯏ,’"
"said Jo crossly, for she disliked the","ꯖꯣ ꯀ꯭ꯔꯣꯁꯂꯤꯅꯥ ꯍꯥꯌꯈꯤ, ꯃꯔꯃꯗꯤ ꯃꯍꯥꯛꯅꯥ ꯗꯤꯁꯂꯥꯏꯛ ꯇꯧꯈꯤ꯫"
126,꯱꯲꯶ ꯑꯃꯁꯨꯡ ꯑꯦꯟ.
trouble of overseeing a fidgety child when she wanted to enjoy,ꯐꯤꯗꯝꯅꯤꯡꯉꯥꯏ ꯑꯣꯏꯕꯥ ꯑꯉꯥꯡ ꯑꯃꯥ ꯌꯦꯡꯁꯤꯅꯕꯒꯤ ꯑꯋꯥꯕꯥ ꯃꯇꯃꯗꯥ ꯃꯍꯥꯛꯅꯥ ꯅꯨꯡꯉꯥꯏꯕꯥ ꯄꯥꯝꯕꯥ ꯃꯇꯃꯗꯥ
herself,ꯃꯁꯥꯃꯛ .
"Her tone and manner angered Amy, who began to put her boots","ꯃꯍꯥꯛꯀꯤ ꯈꯣꯟꯖꯦꯜ ꯑꯃꯁꯨꯡ ꯃꯑꯣꯡ ꯃꯇꯧꯅꯥ ꯑꯦꯃꯤꯕꯨ ꯅꯨꯡꯉꯥꯏꯇꯕꯥ ꯐꯥꯑꯣꯈꯤ, ꯃꯍꯥꯛꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯕꯨꯠ ꯊꯥꯕꯥ ꯍꯧꯈꯤ"
"on, saying, in her most aggravating way, ‘I shall go. Meg says I","ꯑꯣꯟ, ꯍꯥꯌꯔꯒꯥ, ꯃꯍꯥꯛꯀꯤ ꯈ꯭ꯕꯥꯏꯗꯒꯤ ꯍꯦꯟꯅꯥ ꯁꯥꯊꯤꯕꯥ ꯃꯑꯣꯡꯗꯥ ‘ꯑꯩ ꯆꯠꯀꯅꯤ꯫"
"may, and if I pay for myself, Laurie hasn’t anything to do with","ꯃꯦ, ꯑꯃꯁꯨꯡ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯑꯩꯅꯥ ꯏꯁꯥꯒꯤꯗꯃꯛ ꯁꯦꯜ ꯄꯤꯔꯕꯗꯤ, ꯂꯧꯔꯤ ."
it.’,ꯃꯁꯤ.'
"‘You can’t sit with us, for our seats are reserved, and you","‘ꯑꯗꯣꯝꯅꯥ ꯑꯩꯈꯣꯌꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯐꯝꯃꯤꯟꯅꯕꯥ ꯌꯥꯔꯣꯏ, ꯃꯔꯃꯗꯤ ꯑꯩꯈꯣꯌꯒꯤ ꯁꯤꯠꯁꯤꯡ ꯔꯤꯖꯔꯚ ꯇꯧꯏ, ꯑꯃꯁꯨꯡ ꯅꯈꯣꯌ"
"mustn’t sit alone, so Laurie will give you his place, and that will","ꯃꯁꯥ ꯃꯊꯟꯇꯥ ꯐꯃꯒꯗꯕꯅꯤ, ꯃꯔꯝ ꯑꯗꯨꯅꯥ ꯂꯧꯎ-ꯁꯤꯡꯎꯕꯅꯥ ꯅꯉꯣꯟꯗꯥ ꯃꯍꯥꯛꯀꯤ ꯃꯐꯝ ꯑꯗꯨ ꯄꯤꯒꯅꯤ, ꯑꯃꯁꯨꯡ ꯃꯗꯨ ꯑꯣꯏꯒꯅꯤ"
"spoil our pleasure. Or he’ll get another seat for you, and that",ꯑꯩꯈꯣꯌꯒꯤ ꯅꯨꯡꯉꯥꯏꯕꯥ ꯑꯗꯨ ꯁꯣꯀꯎ꯫
"isn’t proper when you weren’t asked. You shan’t stir a step, so",ꯅꯉꯕꯨ ꯍꯪꯂꯃꯗꯕꯥ ꯃꯇꯃꯗꯥ ꯆꯨꯃꯗ꯭ꯔꯤꯡꯅꯥ ꯌꯥꯑꯣꯗꯦ꯫
"you may just stay where you are,’ scolded Jo, crosser than ever,","ꯅꯍꯥꯛꯅꯥ ꯂꯩꯔꯤꯕꯥ ꯃꯐꯝ ꯑꯗꯨꯗꯥ ꯅꯍꯥꯛꯅꯥ ꯈꯛꯇꯃꯛ ꯂꯩꯕꯥ ꯌꯥꯏ,’ ꯍꯥꯌꯅꯥ ꯂꯥꯎꯊꯣꯀꯈꯤꯕꯥ ꯖꯣ, ꯍꯥꯟꯅꯗꯒꯤ ꯍꯦꯟꯅꯥ ꯀ꯭ꯔꯣꯁꯔ,"
having just pricked her finger in her hurry,ꯍꯧꯖꯤꯛ ꯍꯧꯖꯤꯀꯃꯛ ꯃꯍꯥꯛꯀꯤ ꯃꯈꯨꯠ ꯑꯗꯨ ꯊꯨꯅꯥ ꯌꯥꯡꯅꯥ ꯆꯦꯜꯂꯀꯄꯅꯥ .
"Sitting on the floor with one boot on, Amy began to cry and",ꯕꯨꯠ ꯑꯃꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯐ꯭ꯂꯣꯔꯗꯥ ꯐꯃꯗꯨꯅꯥ ꯑꯦꯃꯤꯅꯥ ꯀꯞꯄꯥ ꯍꯧꯔꯀꯈꯤ ꯑꯃꯁꯨꯡ
"Meg to reason with her, when Laurie called from below, and the","ꯃꯦꯒ ꯇꯨ ꯔꯤꯖꯅꯒꯥ ꯂꯣꯌꯅꯅꯥ, ꯂꯣꯔꯤꯅꯥ ꯃꯈꯥꯗꯒꯤ ꯀꯧꯔꯀꯄꯥ ꯃꯇꯃꯗꯥ, ꯑꯃꯁꯨꯡ ."
"two girls hurried down, leaving their sister wailing. For now and","ꯅꯨꯄꯤꯃꯆꯥ ꯑꯅꯤꯅꯥ ꯌꯥꯝꯅꯥ ꯊꯨꯅꯥ ꯌꯥꯡꯅꯥ ꯆꯠꯈꯤ, ꯃꯈꯣꯌꯒꯤ ꯃꯆꯤꯟ-ꯃꯅꯥꯑꯣ ꯑꯗꯨ ꯋꯥ ꯉꯥꯡꯈꯤ꯫"
then she forgot her grown-up ways and acted like a spoiled,ꯑꯗꯨꯗꯒꯤ ꯃꯍꯥꯛꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯑꯍꯜ ꯑꯣꯏꯔꯕꯥ ꯂꯝꯕꯤꯁꯤꯡ ꯀꯥꯑꯣꯊꯣꯀꯈꯤ ꯑꯃꯁꯨꯡ ꯁꯣꯟꯊꯔꯕꯥ ꯃꯤꯑꯣꯏ ꯑꯃꯒꯨꯝ ꯊꯕꯛ ꯇꯧꯈꯤ .
"child. Just as the party was setting out, Amy called over the",ꯑꯉꯥꯡ.
"banisters in a threatening tone, ‘You’ll be sorry for this, Jo","ꯕꯦꯅꯤꯁ꯭ꯇꯔꯁꯤꯡꯅꯥ ꯈꯨꯗꯣꯡꯊꯤꯅꯤꯡꯉꯥꯏ ꯑꯣꯏꯕꯥ ꯈꯣꯟꯖꯦꯜ ꯑꯃꯗꯥ, ‘ꯅꯍꯥꯛꯅꯥ ꯃꯁꯤꯒꯤꯗꯃꯛ ꯅꯨꯡꯉꯥꯏꯇꯕꯥ ꯐꯥꯑꯣꯒꯅꯤ, ꯖꯣ ."
"March, see if you ain’t.’","ꯃꯥꯔꯆ, ꯅꯍꯥꯛꯅꯥ ꯅꯠꯇꯦ ꯍꯥꯌꯕꯥ ꯌꯦꯡꯕꯤꯌꯨ꯫’"
"‘Fiddlesticks!’ returned Jo, slamming the door","‘ꯐꯤꯗꯂꯁ꯭ꯇꯤꯀꯁꯤꯡ!’ ꯖꯣꯖꯣ ꯍꯜꯂꯀꯈꯤ, ꯊꯣꯉꯅꯥꯑꯣ ꯑꯗꯨ ꯊꯨꯒꯥꯏꯔꯒꯥ"
"They had a charming time, for THE SEVEN CASTLES OF THE","ꯃꯈꯣꯌꯅꯥ ꯃꯤꯅꯨꯡꯁꯤ ꯂꯩꯕꯥ ꯃꯇꯝ ꯑꯃꯥ ꯂꯦꯅꯈꯤ, ꯃꯗꯨꯒꯤ ꯀꯥꯁ꯭ꯠ ꯷ꯀꯤꯗꯃꯛ ."
DIAMOND LAKE was as brilliant and wonderful as heart could,ꯗꯥꯏꯃꯟꯗ ꯂꯦꯛ ꯑꯁꯤ ꯊꯝꯃꯣꯌ ꯁꯦꯡꯅꯥ ꯃꯌꯦꯛ ꯁꯦꯡꯕꯥ ꯑꯃꯁꯨꯡ ꯑꯉꯀꯄꯥ ꯑꯣꯏꯈꯤ
wish. But in spite of the,ꯑꯄꯥꯝꯕ.
127,꯱꯲꯷ ꯑꯃꯁꯨꯡ ꯑꯦꯟ.
"comical red imps, sparkling elves, and the gorgeous princes and","ꯀꯝꯃꯤꯀꯜ ꯔꯦꯗ ꯏꯝꯄꯁ, ꯁ꯭ꯄꯥꯔꯀꯂꯤꯡ ꯑꯦꯂꯐꯁ, ꯑꯃꯁꯨꯡ ꯒꯣꯔꯖꯤꯌꯥꯁ ꯄ꯭ꯔꯤꯟꯁꯁꯤꯡ ꯑꯃꯁꯨꯡ"
"princesses, Jo’s pleasure had a drop of bitterness in it. The fairy","ꯄ꯭ꯔꯤꯟꯁꯦꯁꯁꯤꯡ, ꯖꯣꯒꯤ ꯅꯨꯡꯉꯥꯏꯕꯗꯥ ꯃꯗꯨꯗꯥ ꯌꯥꯝꯅꯥ ꯋꯥꯅꯥ ꯊꯣꯀꯈꯤ꯫"
"queen’s yellow curls reminded her of Amy, and between the acts","ꯀꯨꯏꯅꯗꯒꯤ ꯌꯦꯜꯂꯣ ꯀꯨꯔꯂꯁꯤꯡꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯑꯦꯃꯤꯒꯤ ꯃꯔꯃꯗꯥ ꯅꯤꯡꯁꯤꯡꯍꯅꯈꯤ, ꯑꯃꯁꯨꯡ ꯑꯦꯛꯇꯁꯤꯡꯒꯤ ꯃꯔꯛꯇꯥ"
she amused herself with wondering what her sister would do to,ꯃꯍꯥꯛꯀꯤ ꯃꯔꯨꯞ ꯑꯗꯨꯅꯥ ꯀꯔꯤ ꯇꯧꯒꯅꯤ ꯍꯥꯌꯅꯥ ꯈꯅꯕꯗꯥ ꯃꯍꯥꯛꯅꯥ ꯃꯁꯥꯕꯨ ꯅꯨꯡꯉꯥꯏꯍꯅꯈꯤ꯫
make her ‘sorry for it’. She and Amy had had many lively,ꯃꯍꯥꯀꯄꯨ ‘ꯁꯣꯔꯤ ꯐꯣꯔ ꯏꯠ’ ꯁꯦꯝꯃꯨ꯫
"skirmishes in the course of their lives, for both had quick","ꯃꯈꯣꯌꯒꯤ ꯄꯨꯟꯁꯤꯒꯤ ꯃꯇꯃꯗꯥ ꯂꯥꯟꯊꯦꯡꯅꯔꯤꯕꯥ, ꯃꯔꯃꯗꯤ ꯑꯅꯤꯃꯛꯅꯥ ꯊꯨꯅꯥ ꯌꯥꯡꯅꯥ [...]"
tempers and were apt to be violent when fairly roused. Amy,ꯇꯦꯝꯄꯔ ꯑꯃꯁꯨꯡ ꯃꯇꯤꯛ ꯆꯥꯅꯥ ꯋꯥꯈꯜ ꯋꯥꯕꯥ ꯃꯇꯃꯗꯥ ꯍꯤꯡꯁꯥ ꯇꯧꯕꯥ ꯌꯥꯕꯥ ꯑꯣꯏꯈꯤ꯫
"teased Jo, and Jo irritated Amy, and semioccasional explosions","ꯇꯤꯁ ꯖꯣ, ꯑꯃꯁꯨꯡ ꯖꯣ ꯏꯔꯤꯇꯦꯗ ꯑꯦꯃꯤ, ꯑꯃꯁꯨꯡ ꯁꯦꯃꯤꯑꯣꯀꯦꯁꯅꯦꯜ ꯑꯦꯛꯁꯞꯂꯣꯁꯅꯁꯤꯡ"
"occurred, of which both were much ashamed afterward","ꯊꯣꯀꯈꯤ, ꯃꯗꯨꯒꯤ ꯃꯅꯨꯡꯗꯥ ꯑꯅꯤꯃꯛ ꯃꯇꯨꯡꯗꯥ ꯌꯥꯝꯅꯥ ꯂꯥꯡꯇꯛꯅꯈꯤ"
"Although the oldest, Jo had the least self-control, and had hard","ꯈ꯭ꯕꯥꯏꯗꯒꯤ ꯑꯍꯜ ꯑꯣꯏꯔꯕꯥ ꯑꯣꯏꯔꯕꯁꯨ, ꯖꯣꯖꯣꯅꯥ ꯈ꯭ꯕꯥꯏꯗꯒꯤ ꯅꯦꯝꯕꯥ ꯃꯁꯥꯕꯨ ꯀꯟꯠꯔꯣꯜ ꯇꯧꯖꯈꯤ, ꯑꯃꯁꯨꯡ ꯀꯟꯅꯥ ꯍꯣꯠꯅꯈꯤ꯫"
times trying to curb the fiery spirit which was continually getting,ꯂꯦꯞꯇꯅꯥ ꯐꯪꯂꯤꯕꯥ ꯃꯩꯁꯥꯒꯤ ꯋꯥꯈꯜꯂꯣꯟ ꯑꯗꯨ ꯊꯤꯡꯅꯕꯥ ꯍꯣꯠꯅꯔꯤꯕꯥ ꯃꯇꯃꯁꯤꯡ .
"her into trouble. Her anger never lasted long, and having",ꯃꯍꯥꯛ ꯑꯋꯥꯕꯥ ꯇꯥꯔꯀꯄꯥ ꯃꯇꯃꯗꯥ꯫
"humbly confessed her fault, she sincerely repented and tried to","ꯏꯆꯝ ꯆꯝꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯑꯁꯣꯏꯕꯥ ꯑꯗꯨ ꯌꯥꯅꯤꯡꯗꯕꯥ ꯐꯣꯡꯗꯣꯀꯈꯤ, ꯃꯍꯥꯛꯅꯥ ꯊꯝꯃꯣꯌ ꯁꯦꯡꯅꯥ ꯄꯥꯞ ꯇꯧꯈꯤ ꯑꯃꯁꯨꯡ ꯍꯣꯠꯅꯈꯤ꯫"
do better. Her sisters used to say that they rather liked to get Jo,ꯍꯦꯟꯅꯥ ꯐꯕꯥ ꯇꯧꯕꯤꯌꯨ꯫
into a fury because she was such an angel afterward. Poor Jo,ꯃꯗꯨꯒꯤ ꯃꯇꯨꯡꯗꯥ ꯃꯍꯥꯛ ꯑꯁꯤꯒꯨꯝꯕꯥ ꯁ꯭ꯕꯔꯒꯗꯨꯠ ꯑꯃꯥ ꯑꯣꯏꯔꯝꯃꯤ ꯃꯔꯃꯗꯤ ꯃꯍꯥꯛ ꯌꯥꯝꯅꯥ ꯅꯨꯡꯉꯥꯏꯇꯕꯥ ꯑꯃꯅꯤ꯫
"tried desperately to be good, but her bosom enemy was always","ꯑꯐꯕꯥ ꯑꯣꯏꯅꯕꯥ ꯌꯥꯝꯅꯥ ꯋꯥꯅꯥ ꯍꯣꯠꯅꯈꯤ, ꯑꯗꯨꯕꯨ ꯃꯍꯥꯛꯀꯤ ꯕꯣꯁꯣꯝ ꯌꯦꯛꯅꯕꯥ ꯑꯗꯨꯗꯤ ꯃꯇꯝ ꯄꯨꯝꯅꯃꯛꯇꯥ [...]"
"ready to flame up and defeat her, and it took years of patient","ꯃꯩ ꯊꯥꯗꯣꯛꯇꯨꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯃꯥꯌꯊꯤꯕꯥ ꯄꯤꯅꯕꯥ ꯁꯦꯝ ꯁꯥꯔꯦ, ꯑꯃꯁꯨꯡ ꯃꯁꯤꯗꯥ ꯆꯍꯤ ꯀꯌꯥ ꯑꯅꯥꯕꯥ ꯆꯪꯈꯤ"
effort to subdue it,ꯃꯁꯤꯕꯨ ꯁꯕꯗ꯭ꯌꯨ ꯇꯧꯅꯕꯥ ꯍꯣꯠꯅꯕꯥ
